hoja,Departamento de Estadísticas Socioeconómicas y Ambientales,col,col_2,col_3,col_4,col_5
cuadro 65,Cuadro 65,,,,,
cuadro 65,"Tasa de víctimas fallecidas involucradas en accidentes de tránsito ocurridos en la República de Guatemala, por año,",,,,,
cuadro 65,"según departamento por cada 100,000 habitantes. Serie histórica 2020 - 2024.",,,,,
cuadro 65,Departamento,Año de ocurrencia,,,,
cuadro 65,,2020,2021,2022,2023,2024
cuadro 65,Total,9.188334338869685,12.565937565642413,12.536088784083498,12.924351187628572,13.254399507889087
cuadro 65,Guatemala,12.116816349169103,14.446687647154551,15.03087998439678,15.413252374836,15.627862276949639
cuadro 65,El Progreso,26.933376150495416,34.46714817787106,32.196572853689574,40.11842552953783,31.29274361653266
cuadro 65,Sacatepéquez,11.541095275588532,16.9120598131596,21.374053390397087,20.07461882705471,22.677815788584855
cuadro 65,Chimaltenango,9.136305496237751,13.26426980864616,12.776320867419987,12.825711535496776,17.084296981179225
cuadro 65,Escuintla,19.705951829053394,35.63956190753901,30.74391670120233,34.964865166738704,35.49050029615384
cuadro 65,Santa Rosa,15.64512325636235,18.367694361565825,16.824171907617586,17.94593458925695,20.77836625766473
cuadro 65,Sololá,3.2101629478712344,6.747638326585695,5.404124594171028,6.1487253692309585,5.256879435492023
cuadro 65,Totonicapán,2.876592142383092,4.6571525764178,5.1902319834072275,3.5439698368789436,2.7197351755006256
cuadro 65,Quetzaltenango,6.693425494365251,6.594283415706924,6.9323264129218565,8.757081755901686,7.478635854686945
cuadro 65,Suchitepéquez,7.1039271500531145,9.470346386083163,11.461318051575931,10.21680376872349,13.264630966912641
cuadro 65,Retalhuleu,13.204984477406002,14.877868639046966,16.507919871081008,10.60025905998971,14.03669958910752
cuadro 65,San Marcos,3.4123578539681456,3.7838210538530226,4.393971802307747,3.679624122307435,4.114549045424622
cuadro 65,Huehuetenango,2.114201896074583,4.073270271487036,2.803417365768872,2.957320365139658,2.9711641764034193
cuadro 65,Quiché,3.198804776003695,6.562140699690564,6.813133905333775,5.270563012260759,5.097659734728334
cuadro 65,Baja Verapaz,7.929585282689715,8.99450435783736,14.743260855462967,12.766389577983782,13.425579442295717
cuadro 65,Alta Verapaz,5.494224290793486,8.48624564065251,7.456997378467232,7.391482027682522,8.656606386900041
cuadro 65,Petén,13.855495333958189,20.083257150844542,19.16664686641164,25.306529240757257,24.193523532439354
cuadro 65,Izabal,23.155767942882438,28.89390114702068,24.539172035071118,28.159360149484726,29.32393242558513
cuadro 65,Zacapa,18.302841049163675,23.29252827454127,23.425461280274664,27.18248143436518,22.97356962606926
cuadro 65,Chiquimula,7.020261380183388,16.534687092218867,17.863089344115878,10.233096883477685,9.46100239320356
cuadro 65,Jalapa,7.863350193032565,7.233633903293797,7.117123307842579,8.938968587981194,10.470033099581913
cuadro 65,Jutiapa,9.706870816201317,12.316296996634755,15.409286782953028,18.441089584685383,15.623134878560847
